DecryptedSceneID|Actual Scene NAME|large image|name
460|Prairie_F15F_8129|Prairie_F15F_8129/large_T034.png|The Prairie
461|Prairie_Ranch_Apt_2BF1_6204|Prairie_Ranch_Apt_2BF1_6204/large_T035.png|The Prairie Ranch
462|Prehistoric_Canyon_CE35_532A|Prehistoric_Canyon_CE35_532A/large_T031.png|Prehistoric Canyon Visitor Center
463|PrehistoricCanyonApt_9377_5A01|PrehistoricCanyonApt_9377_5A01/large_T031.png|Prehistoric Canyon
464|Prius_Space_5089_9387|Prius_Space_5089_9387/large_T034.png|Toyota Prius Solar Scramble
465|PS_Vita_Lobby_445B_2185|PS_Vita_Lobby_445B_2185/large_T040.png|PlayStation®Vita Lounge
466|PSN_Dead_Nation_D598_E497|PSN_Dead_Nation_D598_E497/large_T039.png|PlayStation®Network Sphere
467|PUB_Hollywood_Hills_2D44_46FA|PUB_Hollywood_Hills_2D44_46FA/large_T034.png|Hollywood Hills House Daytime Estate Public
468|RaceOnGarage_43E0_DCA2|RaceOnGarage_43E0_DCA2/large_T035.png|RaceOn Garage
469|Rainforest_Space_8E79_7AAB|Rainforest_Space_8E79_7AAB/large_T035.png|N/A
470|RaptureMetroApt_5A27_B379|RaptureMetroApt_5A27_B379/large_T032.png|Rapture Metro Apartment
471|Ravenclaw_Common_Rm_37D7_84B7|Ravenclaw_Common_Rm_37D7_84B7/large_T036.png|Ravenclaw Common Room
472|Raver_Apartment_8463_B9DA|Raver_Apartment_8463_B9DA/large_T032.png|Club Luminosity Apartment
473|Raver_Open_House_B6E9_6549|Raver_Open_House_B6E9_6549/large_T033.png|Club Luminosity Open House
474|RC_Racers_Sports_BD78_4E21|RC_Racers_Sports_BD78_4E21/large_T045.png|RC Rally
475|Red_Bull_Apartment_780E_57F8|Red_Bull_Apartment_780E_57F8/large_T033.png|Red Bull House of Skate
476|Redbull_Flugtag_F33D_A3DE|Redbull_Flugtag_F33D_A3DE/large_T037.png|Red Bull Beach
477|RedbullHub_illume_8B26_E7D1|RedbullHub_illume_8B26_E7D1/large_T034.png|Red Bull Illume
478|Resistance_3_Diner_25A3_C075|Resistance_3_Diner_25A3_C075/large_T037.png|Resistance 3™ Diner
479|Resistance2_Lobby_77F0_7D02|Resistance2_Lobby_77F0_7D02/large_T033.png|Resistance® Station
480|Resistance3_Minigame_AAA5_719F|Resistance3_Minigame_AAA5_719F/large_T044.png|Resistance 3™ Scavenger
481|RockReveller_186A_F201|RockReveller_186A_F201/large_T032.png|Rock Reveller – Tour Bus
482|SCEA_Action_District_B0D_FF0B|SCEA_Action_District_B0D_FF0B/large_T051.png|Action District (SCEA)
483|SCEA_Advent_District_8BDB_69FE|SCEA_Advent_District_8BDB_69FE/large_T037.png|Adventure District (SCEA)
484|SCEA_Anime_Apt_5E4B_33B2|SCEA_Anime_Apt_5E4B_33B2/large_T037.png|Anime Style
485|SCEA_Bootleggers_8D03_9B2D|SCEA_Bootleggers_8D03_9B2D/large_T051.png|Bootleggers '29
486|SCEA_Cabin_Apt_6AD8_311F|SCEA_Cabin_Apt_6AD8_311F/large_T032.png|N/A
487|SCEA_Casual_District_7831_9753|SCEA_Casual_District_7831_9753/large_T059.png|Pier Park (SCEA)
488|SCEA_Central_Plaza_C9D2_1E85|SCEA_Central_Plaza_C9D2_1E85/large_en-US_T032.png|Central Plaza
489|SCEA_Chamber_2893_88EA|SCEA_Chamber_2893_88EA/large_T001.png|Chamber Apartment
490|scea_def_jam_apt_b83e_18e4|scea_def_jam_apt_b83e_18e4/large_T034.png|Def Jam Rapstar Studio
491|SCEA_DoubleSix_Lobby_9E4C_323|SCEA_DoubleSix_Lobby_9E4C_323/large_T033.png|Doublesix Lobby (SCEA)
492|SCEA_Elemon_Lounge_DD23_EBC|SCEA_Elemon_Lounge_DD23_EBC/large_T035.png|Elemental Monster's lounge
493|SCEA_Evil_Academy_4A56_16C0|SCEA_Evil_Academy_4A56_16C0/large_T035.png|DISGAEA 4 Lounge
494|SCEA_Fiji_Island_Apt_97B8_806E|SCEA_Fiji_Island_Apt_97B8_806E/large_T032.png|Tropical Escape
495|SCEA_Gran_Lagoon_1E70_EAEC|SCEA_Gran_Lagoon_1E70_EAEC/large_T062.png|Southern Island Hideaway (SCEA)
496|SCEA_GuitarHeroVIP_67E9_50C1|SCEA_GuitarHeroVIP_67E9_50C1/large_T036.png|Guitar Hero VIP Lounge
497|SCEA_Hollywood_Hills_3AFC_6A61|SCEA_Hollywood_Hills_3AFC_6A61/large_T056.png|Hollywood Hills House Daytime Estate
498|SCEA_Holdem_BC2A_C751|SCEA_Holdem_BC2A_C751/large_T046.png|PlayStation®Home Hold 'em
499|SCEA_Hub_EC48_687E|SCEA_Hub_EC48_687E/large_T046.png|N/A
500|SCEA_Hudson_Bonkroom_6D7F_6B7D|SCEA_Hudson_Bonkroom_6D7F_6B7D/large_T031.png|Bonk Living Space
501|SCEA_HUDSON_Dolphy_E5D9_800|SCEA_HUDSON_Dolphy_E5D9_800/large_T035.png|Dolphy Room (SCEA)
502|SCEA_HUDSON_Hudson_8980_F24F|SCEA_HUDSON_Hudson_8980_F24F/large_T034.png|Hudson Gate (SCEA)
503|SCEA_Hudson_Theatre_BBF_7960|SCEA_Hudson_Theatre_BBF_7960/large_T034.png|Hudson Theater (SCEA)
504|SCEA_HUDSONBomberman_29CB_B88D|SCEA_HUDSONBomberman_29CB_B88D/large_T034.png|Bomber Dome (SCEA)
505|SCEA_Irem_Island_46A2_E494|SCEA_Irem_Island_46A2_E494/large_T034.png|Seaside of Memories (SCEA)
506|SCEA_IREM_Square_3B1B_28C3|SCEA_IREM_Square_3B1B_28C3/large_T034.png|Irem Square (SCEA)
507|SCEA_Lakehouse_Apt_237D_83E6|SCEA_Lakehouse_Apt_237D_83E6/large_T036.png|Luxury Weekend Lake House
508|SCEA_Luxury_YachtApt_211_B50D|SCEA_Luxury_YachtApt_211_B50D/large_T032.png|Yacht: Santorini
509|SCEA_MAG_Raven_Apt_136F_AB80|SCEA_MAG_Raven_Apt_136F_AB80/large_T033.png|Raven Barracks
510|SCEA_MAG_SVER_Apt_C625_B4C3|SCEA_MAG_SVER_Apt_C625_B4C3/large_T036.png|SVER Barracks
511|SCEA_MAG_Valor_Apt_1421_97D0|SCEA_MAG_Valor_Apt_1421_97D0/large_T032.png|Valor Barracks
512|SCEA_Maos_Lab_25C1_8D4|SCEA_Maos_Lab_25C1_8D4/large_T032.png|Mao's Lab
513|SCEA_Marketplace2_C0E7_F3D7|SCEA_Marketplace2_C0E7_F3D7/large_T035.png|Mall 1st Floor
514|SCEA_MarketPlace3_F18D_3380|SCEA_MarketPlace3_F18D_3380/large_T053.png|Mall 2nd Floor
515|SCEA_MMI_Midway_D11D_5547|SCEA_MMI_Midway_D11D_5547/large_T057.png|The Midway
516|SCEA_Music_Unlimited_F23A_FBF3|SCEA_Music_Unlimited_F23A_FBF3/large_T031.png|Music Unlimited Club
517|SCEA_Outso_Arcade_3C7E_FB2B|SCEA_Outso_Arcade_3C7E_FB2B/large_T038.png|Dragon's Green
518|SCEA_Owners_Box_Apt_3B74_DFBA|SCEA_Owners_Box_Apt_3B74_DFBA/large_T031.png|Luxury Racing Box
519|SCEA_Paris_Apt_D13_FDED|SCEA_Paris_Apt_D13_FDED/large_T040.png|Paris Clock Tower Apartment
520|SCEA_Pharoahs_Apt_2138_40E7|SCEA_Pharoahs_Apt_2138_40E7/large_T036.png|Pharaoh's Tomb
521|SCEA_Planet_Apt_394E_F095|SCEA_Planet_Apt_394E_F095/large_T031.png|Planetland
522|SCEA_Playground_Apt_9AAB_2083|SCEA_Playground_Apt_9AAB_2083/large_T031.png|Playground Apartment
523|SCEA_Playground_CC0D_AEA4|SCEA_Playground_CC0D_AEA4/large_T035.png|The Playground
524|SCEA_Post_Apocalypse_F7F2_F6FA|SCEA_Post_Apocalypse_F7F2_F6FA/large_T032.png|Post Apocalyptic Shelter
525|SCEA_PS4_ActionV2_6CF8_F8C3|SCEA_PS4_ActionV2_6CF8_F8C3/large_T043.png|The Quest for Greatness – Episode 2
526|SCEA_PS4_Museum_3795_814|SCEA_PS4_Museum_3795_814/large_T042.png|The Quest for Greatness – Episode 2
527|SCEA_PS4Zone_BB33_6147|SCEA_PS4Zone_BB33_6147/large_T056.png|The PS4™ Experience (SCEA)
528|SCEA_RedBull_AirRace_3D04_DF49|SCEA_RedBull_AirRace_3D04_DF49/large_T032.png|Red Bull Air Race
529|SCEA_Santorini_Apt_306B_AF8F|SCEA_Santorini_Apt_306B_AF8F/large_T032.png|Santorini Greece
530|SCEA_Spelunker_B2D1_2F49|SCEA_Spelunker_B2D1_2F49/large_T034.png|Gathering Place for Cave Explorers
531|SCEA_Sports_District_77D3_A934|SCEA_Sports_District_77D3_A934/large_T055.png|Sportswalk (SCEA)
532|SCEA_Theater_Aud1_CCC9_EF75|SCEA_Theater_Aud1_CCC9_EF75/large_T037.png|Theater Auditorium 1 (SCEA)
533|SCEA_Theater_Aud2_C34B_D383|SCEA_Theater_Aud2_C34B_D383/large_T035.png|Theater Auditorium 2 (SCEA)
534|SCEA_Theater_Aud3_2C75_DAA2|SCEA_Theater_Aud3_2C75_DAA2/large_T035.png|Theater Auditorium 3 (SCEA)
535|SCEA_Theater_Aud4_74D0_618|SCEA_Theater_Aud4_74D0_618/large_T035.png|Theater Auditorium 4 (SCEA)
536|SCEA_Theater_Aud5_F6B6_65EA|SCEA_Theater_Aud5_F6B6_65EA/large_T035.png|Theater Auditorium 5 (SCEA)
537|SCEA_Theater_Aud6_EBB2_2FCF|SCEA_Theater_Aud6_EBB2_2FCF/large_T036.png|Theater Auditorium 6 (SCEA)
538|SCEA_Uncharted2Apt_B22D_53F2|SCEA_Uncharted2Apt_B22D_53F2/large_T036.png|Uncharted™ Fortune Hunter's Apartment
539|SCEA_Waterfall_Space_E4DE_470|SCEA_Waterfall_Space_E4DE_470/large_T035.png|Waterfall Terrace
540|SCEA_Wizard_Lair_8C50_259A|SCEA_Wizard_Lair_8C50_259A/large_T037.png|Wizard's Den
541|SCEA_Zombie_Apt_992C_2A3A|SCEA_Zombie_Apt_992C_2A3A/large_T035.png|Zombie DeadQuarters
542|SCEAsia_Action_Dest_3485_AC3C|SCEAsia_Action_Dest_3485_AC3C/large_T053.png|Action District (SCEAsia)
543|SCEAsia_Adventu_Dest_D25A_57FC|SCEAsia_Adventu_Dest_D25A_57FC/large_T043.png|Adventure District (SCEAsia)
544|SCEAsia_Auditorium_1_ED96_22C3|SCEAsia_Auditorium_1_ED96_22C3/large_T037.png|Theater Auditorium 1 (SCEAsia)
545|SCEAsia_Auditorium_2_A245_DACF|SCEAsia_Auditorium_2_A245_DACF/large_T037.png|Theater Auditorium 2 (SCEAsia)
546|SCEAsia_Auditorium_3_A86D_12D7|SCEAsia_Auditorium_3_A86D_12D7/large_T037.png|Theater Auditorium 3 (SCEAsia)
547|SCEAsia_Auditorium_4_86C3_942B|SCEAsia_Auditorium_4_86C3_942B/large_T037.png|Theater Auditorium 4 (SCEAsia)
548|SCEAsia_Auditorium_5_9D9C_209D|SCEAsia_Auditorium_5_9D9C_209D/large_T038.png|Theater Auditorium 5 (SCEAsia)
549|SCEAsia_Auditorium_6_4124_38B7|SCEAsia_Auditorium_6_4124_38B7/large_T037.png|Theater Auditorium 6 (SCEAsia)
550|SCEAsia_Auditorium_7_8445_16F7|SCEAsia_Auditorium_7_8445_16F7/large_T038.png|Theater Auditorium 7 (SCEAsia)
551|SCEAsia_Auditorium_8_E42C_BA62|SCEAsia_Auditorium_8_E42C_BA62/large_T038.png|Theater Auditorium 8 (SCEAsia)
552|SCEAsia_BZB_330B_6806|SCEAsia_BZB_330B_6806/large_T033.png|Doublesix Lobby (SCEAsia)
553|SCEAsia_Event_Space_C946_E548|SCEAsia_Event_Space_C946_E548/large_T036.png|Presentation Podium
554|SCEAsia_Gran_Lagoon_A6D1_4CA1|SCEAsia_Gran_Lagoon_A6D1_4CA1/large_T051.png|Southern Island Hideaway (SCEAsia)
555|SCEAsia_PierParkDest_42E8_C97C|SCEAsia_PierParkDest_42E8_C97C/large_T058.png|Pier Park (SCEAsia)
556|SCEASIA_PJExhibition_D775_1F14|SCEASIA_PJExhibition_D775_1F14/large_T031.png|PixelJunk™ Exhibition (SCEAsia)
557|SCEASIA_PJMothership_F95B_57A7|SCEASIA_PJMothership_F95B_57A7/large_T032.png|PixelJunk™ Shooter Mother Ship Hangar (SCEAsia)
558|SCEAsia_PSN_ARC_HK_CF68_D38D|SCEAsia_PSN_ARC_HK_CF68_D38D/large_T032.png|N/A
559|SCEAsia_PSN_ARC_TW_9740_DBA3|SCEAsia_PSN_ARC_TW_9740_DBA3/large_T034.png|N/A
560|SCEAsia_PSN_MID_HK_C3BE_DC10|SCEAsia_PSN_MID_HK_C3BE_DC10/large_T035.png|Hong Kong Lounge - Middle Floor
561|SCEAsia_PSN_MID_KR_AE5B_77A2|SCEAsia_PSN_MID_KR_AE5B_77A2/large_T035.png|Korean Lounge - Middle Floor
562|SCEAsia_PSN_MID_SG_DAD8_8B32|SCEAsia_PSN_MID_SG_DAD8_8B32/large_T035.png|Singapore Lounge - Middle Floor
563|SCEAsia_PSN_MID_TW_6EB9_51B4|SCEAsia_PSN_MID_TW_6EB9_51B4/large_T035.png|Taiwan Lounge - Middle Floor
564|SCEAsia_PSN_TOP_HK_61F2_823C|SCEAsia_PSN_TOP_HK_61F2_823C/large_T035.png|Hong Kong Lounge - Top Floor
565|SCEAsia_PSN_TOP_KR_4CC1_2908|SCEAsia_PSN_TOP_KR_4CC1_2908/large_T035.png|Korean Lounge - Top Floor
566|SCEAsia_PSN_TOP_SG_9A97_D57A|SCEAsia_PSN_TOP_SG_9A97_D57A/large_T035.png|Singapore Lounge - Top Floor
567|SCEAsia_PSN_TOP_TW_2B60_E90B|SCEAsia_PSN_TOP_TW_2B60_E90B/large_T035.png|Taiwan Lounge - Top Floor
568|SCEAsia_RaceOnGarage_4778_556F|SCEAsia_RaceOnGarage_4778_556F/large_T033.png|RaceOn Garage (SCEAsia)
569|SCEAsia_Sports_Dest_74C0_3160|SCEAsia_Sports_Dest_74C0_3160/large_T046.png|Sportswalk (SCEAsia)
570|SCEAsia_ToroLounge01_46F1_BDF1|SCEAsia_ToroLounge01_46F1_BDF1/large_T032.png|TORO Lounge (SCEAsia)
571|SCEE_Action_Dest_D62F_81CF|SCEE_Action_Dest_D62F_81CF/large_T058.png|Action District (SCEE)
572|SCEE_Adventure_Dest_23E1_DF4B|SCEE_Adventure_Dest_23E1_DF4B/large_T043.png|Adventure District (SCEE)
573|SCEE_Adventure_Dest_23E1_DF4B_H|SCEE_Adventure_Dest_23E1_DF4B/large_T035.png|Adventure District - Halloween
574|SCEE_Auditorium_1_AD5F_EBDF|SCEE_Auditorium_1_AD5F_EBDF/large_T036.png|Cinema Auditorium 1 (SCEE)
575|SCEE_Auditorium_2_8D9_C112|SCEE_Auditorium_2_8D9_C112/large_T036.png|Cinema Auditorium 2 (SCEE)
576|SCEE_Auditorium_3_F580_8332|SCEE_Auditorium_3_F580_8332/large_T038.png|Cinema Auditorium 3 (SCEE)
577|SCEE_Auditorium_4_1679_F3D6|SCEE_Auditorium_4_1679_F3D6/large_T036.png|Cinema Auditorium 4 (SCEE)
578|SCEE_Auditorium_5_5055_F6AE|SCEE_Auditorium_5_5055_F6AE/large_T036.png|Cinema Auditorium 5 (SCEE)
579|SCEE_Auditorium_6_3A92_BF0|SCEE_Auditorium_6_3A92_BF0/large_T036.png|Cinema Auditorium 6 (SCEE)
580|SCEE_Auditorium_6_F580_3BBD|SCEE_Auditorium_6_F580_3BBD/large_T032.png|Cinema Auditorium 6 (SCEE)
581|SCEE_Auditorium_7_2B2A_8373|SCEE_Auditorium_7_2B2A_8373/large_T036.png|Cinema Auditorium 7 (SCEE)
582|SCEE_Auditorium_8_D3F9_8E0D|SCEE_Auditorium_8_D3F9_8E0D/large_T036.png|Cinema Auditorium 8 (SCEE)
583|SCEE_Auditorium7_4DED_1238|SCEE_Auditorium7_4DED_1238/large_T041.png|Cinema Auditorium 7 (SCEE)
584|SCEE_Dest_Casual_C3B1_7215|SCEE_Dest_Casual_C3B1_7215/large_T057.png|Indie Park (SCEE)
585|SCEE_French_Apt_71E8_4AD5|SCEE_French_Apt_71E8_4AD5/large_T032.png|French Chateau Apartment
586|SCEE_French_Open_7200_3CF6|SCEE_French_Open_7200_3CF6/large_T032.png|French Chateau Open House
587|SCEE_Gran_Lagoon_99F8_FC64|SCEE_Gran_Lagoon_99F8_FC64/large_T053.png|Southern Island Hideaway (SCEE)
588|SCEE_HOH_minis_top2_3790_8AF2|SCEE_HOH_minis_top2_3790_8AF2/large_T035.png|Minis Space
589|SCEE_HUDSON_Dolphy_6D59_6A9F|SCEE_HUDSON_Dolphy_6D59_6A9F/large_T037.png|Dolphy Room (SCEE)
590|SCEE_HUDSON_Hudson_97B7_545F|SCEE_HUDSON_Hudson_97B7_545F/large_T035.png|Hudson Gate (SCEE)
591|SCEE_Hudson_Theatre_37E5_CFCB|SCEE_Hudson_Theatre_37E5_CFCB/large_T034.png|Hudson Theater (SCEE)
592|SCEE_HUDSONBomberman_24A6_49CF|SCEE_HUDSONBomberman_24A6_49CF/large_T033.png|Bomber Dome (SCEE)
593|SCEE_IREM_Island_DE30_5834|SCEE_IREM_Island_DE30_5834/large_T033.png|Seaside of Memories (SCEE)
594|SCEE_Irem_Square_B2B2_B0E1|SCEE_Irem_Square_B2B2_B0E1/large_T032.png|Irem Square (SCEE)
595|SCEE_Japanese_Apt_5562_FB9A|SCEE_Japanese_Apt_5562_FB9A/large_T032.png|Japanese Apartment
596|SCEE_LBP_Apt_A3B6_544E|SCEE_LBP_Apt_A3B6_544E/large_T032.png|LittleBigPlanet™ Pod Penthouse
597|SCEE_LBP_Creator_3ED9_1D0C|SCEE_LBP_Creator_3ED9_1D0C/large_T032.png|The Creator
598|SCEE_LBP_Derby_9B5A_6FE4|SCEE_LBP_Derby_9B5A_6FE4/large_T033.png|LittleBigDerby
599|SCEE_LBP_Hub_4C7A_664F|SCEE_LBP_Hub_4C7A_664F/large_T034.png|LittleBigPlanet™ Playground
600|SCEE_MS_Carrier_B6D5_23B8|SCEE_MS_Carrier_B6D5_23B8/large_T035.png|MotorStorm® Carrier
601|SCEE_MSPR_Apt_38C2_90B5|SCEE_MSPR_Apt_38C2_90B5/large_T033.png|MotorStorm® Pacific Rift camp
602|SCEE_Musicality_Apt_46B4_8AAE|SCEE_Musicality_Apt_46B4_8AAE/large_T042.png|Musicality Apartment
603|SCEE_PierPark_Dest_FB6D_390A|SCEE_PierPark_Dest_FB6D_390A/large_T053.png|Pier Park (SCEE)
604|SCEE_PSMove_Backstag_2CDD_304D|SCEE_PSMove_Backstag_2CDD_304D/large_T036.png|Presentation Podium
605|SCEE_PS4Zone_7E9D_10B5|SCEE_PS4Zone_7E9D_10B5/large_T035.png|The PS4™ Experience (SCEE)
606|SCEE_Pub_Apartment_7433_C6E6|SCEE_Pub_Apartment_7433_C6E6/large_T045.png|The London Pub
607|SCEE_Singstar_Store_AAF4_834A|SCEE_Singstar_Store_AAF4_834A/large_T031.png|SingStar® Store
608|SCEE_Sports_Dest_4B15_D157|SCEE_Sports_Dest_4B15_D157/large_T049.png|Sportswalk (SCEE)
609|SCEE_Tekken6_A74C_61E9|SCEE_Tekken6_A74C_61E9/large_T032.png|Mishima Zaibatsu - Recreation Floor
610|SCEE_Treehouse_Apt_DB9D_4367|SCEE_Treehouse_Apt_DB9D_4367/large_T035.png|Tree House Personal Apartment
611|SCEJ_AC2_Hideout_5FB_806B|SCEJ_AC2_Hideout_5FB_806B/large_T034.png|Assassin's Hideout (SCEJ)
612|SCEJ_AC2_Lab_8DB_188E|SCEJ_AC2_Lab_8DB_188E/large_T033.png|Abstergo Lab (SCEJ)
613|SCEJ_Eden_VIPBox_1_FC8A_EC98|SCEJ_Eden_VIPBox_1_FC8A_EC98/large_T039.png|Eden - Primarch's Vigilarium
614|SCEJ_Glade_Apt_E039_3334|SCEJ_Glade_Apt_E039_3334/large_T033.png|The Midnight Glade (SCEJ)
615|SCEJ_Home_Tycoon_3D20_9BEA|SCEJ_Home_Tycoon_3D20_9BEA/large_T033.png|Home Tycoon (SCEJ)
616|SCEJ_Hudson_Bonkroom_9AA5_F8F|SCEJ_Hudson_Bonkroom_9AA5_F8F/large_T032.png|Bonk Living Space (SCEJ)
617|SCEJ_HUDSON_Dolphy_93A8_2FDD|SCEJ_HUDSON_Dolphy_93A8_2FDD/large_T036.png|Dolphy Room (SCEJ)
618|SCEJ_HUDSON_Hudson_8552_C7E9|SCEJ_HUDSON_Hudson_8552_C7E9/large_T036.png|Hudson Gate (SCEJ)
619|SCEJ_Hudson_Theatre_59CE_9F5E|SCEJ_Hudson_Theatre_59CE_9F5E/large_T033.png|Hudson Theater (SCEJ)
620|SCEJ_HUDSONBomberman_CD06_99E8|SCEJ_HUDSONBomberman_CD06_99E8/large_T032.png|Bomber Dome (SCEJ)
621|SCEJ_Japan_Residence_C4DD_E709|SCEJ_Japan_Residence_C4DD_E709/large_T032.png|Cubic Residence (SCEJ)
622|SCEJ_KOEI_Musou_21E9_35E9|SCEJ_KOEI_Musou_21E9_35E9/large_T033.png|Dynasty Warriors Online Corridor (SCEJ)
623|SCEJ_LocoRoco_Apt_01_186A_3B62|SCEJ_LocoRoco_Apt_01_186A_3B62/large_T044.png|Loco Island (SCEAsia)
624|SCEJ_LocoRoco_Apt01_33CE_CB32|SCEJ_LocoRoco_Apt01_33CE_CB32/large_T042.png|Loco Island (SCEJ)
625|SCEJ_LocoRoco_Apt02_EE8E_C812|SCEJ_LocoRoco_Apt02_EE8E_C812/large_T036.png|Loco Island (SCEA)
626|SCEJ_LocoRoco_Apt03_6529_7DEC|SCEJ_LocoRoco_Apt03_6529_7DEC/large_T036.png|Loco Island (SCEE)
627|SCEJ_LocoRoco_Pub01_8D96_528A|SCEJ_LocoRoco_Pub01_8D96_528A/large_T036.png|MuiMui Ship (SCEJ)
628|SCEJ_LocoRoco_Pub02_A4CF_8E3F|SCEJ_LocoRoco_Pub02_A4CF_8E3F/large_T032.png|MuiMui Ship (SCEA)
629|SCEJ_LocoRoco_Pub03_6A94_35E8|SCEJ_LocoRoco_Pub03_6A94_35E8/large_T032.png|MuiMui Ship (SCEE)
630|SCEJ_LocoRoco_Pub04_989F_7C25|SCEJ_LocoRoco_Pub04_989F_7C25/large_T032.png|MuiMui Ship (SCEAsia)
631|SCEJ_Million_Yacht_2709_32BC|SCEJ_Million_Yacht_2709_32BC/large_T034.png|The Dream Yacht (SCEJ)
632|SCEJ_Pachipara_E34D_28F9|SCEJ_Pachipara_E34D_28F9/large_T050.png|Gintama Humanity Shopping Street (SCEJ)
633|SCEJ_PJ_Mothership_E6D8_D409|SCEJ_PJ_Mothership_E6D8_D409/large_T040.png|PixelJunk™ Shooter Mother Ship Hangar
634|SCEJ_QGames_Exhibit_19A7_2689|SCEJ_QGames_Exhibit_19A7_2689/large_T042.png|PixelJunk™ Exhibition
635|SCEJ_Tekken6_FB11_91A9|SCEJ_Tekken6_FB11_91A9/large_T034.png|TEKKEN 6 Mishima Zaibatsu - Recreation Floor (SCEJ)
636|SCEJ_Tycoon_Station_EB4_C159|SCEJ_Tycoon_Station_EB4_C159/large_T033.png|Home Tycoon Train Station (SCEJ)
637|Sci_Fi_Apt_A08E_30B2|Sci_Fi_Apt_A08E_30B2/large_T037.png|SciFi Apartment
638|SeaClyff_Retreat_Apt_6D1_880D|SeaClyff_Retreat_Apt_6D1_880D/large_T033.png|SeaClyff Retreat
639|SeaClyffNightApt_2C51_E51E|SeaClyffNightApt_2C51_E51E/large_T031.png|SeaClyff Night Retreat
640|Seaside_Apt_Asia_77E4_E0FB|Seaside_Apt_Asia_77E4_E0FB/large_T033.png|Glittering Sands Secluded Retreat (SCEAsia)
641|Seaside_Apt_EU_D5F8_AA43|Seaside_Apt_EU_D5F8_AA43/large_T036.png|Glittering Sands Secluded Retreat (SCEE)
642|Seaside_Apt_US_1F4A_6C4A|Seaside_Apt_US_1F4A_6C4A/large_T038.png|Glittering Sands Secluded Retreat (SCEA)
643|Seaside_Lounge_42B3_EE61|Seaside_Lounge_42B3_EE61/large_T045.png|Glittering Sands Secluded Retreat (SCEJ)
644|Seaside_Lounge_Asia_C7AE_EC4C|Seaside_Lounge_Asia_C7AE_EC4C/large_T038.png|Glittering Sands Beach (SCEAsia)
645|Seaside_Lounge_EU_E6F2_3E9E|Seaside_Lounge_EU_E6F2_3E9E/large_T043.png|Glittering Sands Beach (SCEE)
646|Seaside_Lounge_PS_JP_A2FF_FE56|Seaside_Lounge_PS_JP_A2FF_FE56/large_T042.png|Glittering Sands Beach (SCEJ)
647|Seaside_Lounge_US_1BFD_B74B|Seaside_Lounge_US_1BFD_B74B/large_T044.png|Glittering Sands Beach (SCEA)
648|SecretPartyGardenApt_3E9B_C404|SecretPartyGardenApt_3E9B_C404/large_T031.png|The Secret Party Garden: Apartment
649|Serenity_Lake_Apt_826C_837E|Serenity_Lake_Apt_826C_837E/large_T031.png|Serenity Lake
650|Serenity_Plaza_Hol_4EA0_E6F0|Serenity_Plaza_Hol_4EA0_E6F0/large_T033.png|Serenity Plaza - "Halloween Spooktacular"
651|SFRGBT_Apt_SCEAsia_1F84_747|SFRGBT_Apt_SCEAsia_1F84_747/large_T034.png|SFRGBT!! Tropical Island (SCEAsia)
652|SFXTTGI_SCEE_SCEAsia_A0AA_6B3D|SFXTTGI_SCEE_SCEAsia_A0AA_6B3D/large_T037.png|STREET FIGHTER® X TEKKEN® Event Space
653|Shouei_Kingdom_5_453C_77E4|Shouei_Kingdom_5_453C_77E4/large_T032.png|PersonalSpace in Shouei Kingdom
654|SilentHill_Diner_Apt_74B4_93D4|SilentHill_Diner_Apt_74B4_93D4/large_T033.png|Silent Hill: Downpour Diner
655|SingStar_Main|SingStar_Main/large_T049.png|The SingStar®Rooms
656|SingStar_Main_Valentine|SingStar_Main/large_T044.png|The SingStar®Rooms: Valentines Day
657|SingstarVIPSpace_12DA_CB5D|SingstarVIPSpace_12DA_CB5D/large_T034.png|The SingStar®Rooms: VIP
658|Siren_1_A_49BC_2AE3|Siren_1_A_49BC_2AE3/large.png|SIREN Lounge (SCEA)
659|SIREN_1_Asia_E933_3D83|SIREN_1_Asia_E933_3D83/large_T001.png|SIREN Lounge (SCEAsia)
660|SIREN_1_jp|SIREN_1_jp/large_T002.png|SIREN Lounge (SCEJ)
661|SIREN_Entrance_Space_B6A4_65E4|SIREN_Entrance_Space_B6A4_65E4/large_T034.png|SIREN Lounge (SCEE)
662|Siren2_589D_E397|siren_hos_1f_small/large.png|Ward of Despair (SCEJ)
663|Siren2_A_DB35_3E5F|Siren2_A_DB35_3E5F/large.png|Ward of Despair (SCEA)
664|Siren2_Asia_D29C_6AE9|Siren2_Asia_D29C_6AE9/large_asia.png|Ward of Despair (SCEAsia)
665|Siren2_E_64B_E390|Siren2_E_64B_E390/large_T032.png|Ward of Despair (SCEE)
666|Skatepark_Apt_1240_81D2|Skatepark_Apt_1240_81D2/large_T034.png|The Hangar Skatepark
667|Ski_Chalet_24E_F3D4|Ski_Chalet_24E_F3D4/large_T034.png|Winter Vacation Villa
668|Ski_Chalet_Apt_Pub_F697_614E|Ski_Chalet_Apt_Pub_F697_614E/large_T035.png|Winter Vacation Villa Open House
669|SkunkWorks_Future_B206_3EBE|SkunkWorks_Future_B206_3EBE/large_T060.png|Firing Range Future
670|SkunkWorks_Past_B99C_B08F|SkunkWorks_Past_B99C_B08F/large_T062.png|Firing Range Past
